x-axis,1
second,Volt
-2.500000000000e-002, 1.70729e-001
-2.499457499125e-002, 1.70729e-001
-2.498914998250e-002, 1.67382e-001
-2.498372497375e-002, 1.67382e-001
-2.497829996500e-002, 1.74077e-001
-2.497287495625e-002, 1.74077e-001
-2.496744994750e-002, 1.67382e-001
-2.496202493875e-002, 1.74077e-001
-2.495659993000e-002, 1.67382e-001
-2.495117492125e-002, 1.67382e-001
-2.494574991250e-002, 1.74077e-001
-2.494032490375e-002, 1.70729e-001
-2.493489989500e-002, 1.74077e-001
-2.492947488625e-002, 1.70729e-001
-2.492404987750e-002, 1.67382e-001
-2.491862486875e-002, 1.67382e-001
-2.491319986000e-002, 1.70729e-001
-2.490777485125e-002, 1.70729e-001
-2.490234984250e-002, 1.60687e-001
-2.489692483375e-002, 1.70729e-001
-2.489149982500e-002, 1.64035e-001
-2.488607481625e-002, 1.67382e-001
-2.488064980750e-002, 1.67382e-001
-2.487522479875e-002, 1.67382e-001
-2.486979979000e-002, 1.64035e-001
-2.486437478125e-002, 1.70729e-001
-2.485894977250e-002, 1.64035e-001
-2.485352476375e-002, 1.64035e-001
-2.484809975500e-002, 1.57340e-001
-2.484267474625e-002, 1.60687e-001
-2.483724973750e-002, 1.67382e-001
-2.483182472875e-002, 1.60687e-001
-2.482639972000e-002, 1.67382e-001
-2.482097471125e-002, 1.64035e-001
-2.481554970250e-002, 1.64035e-001
-2.481012469375e-002, 1.60687e-001
-2.480469968500e-002, 1.60687e-001
-2.479927467625e-002, 1.60687e-001
-2.479384966750e-002, 1.57340e-001
-2.478842465875e-002, 1.64035e-001
-2.478299965000e-002, 1.57340e-001
-2.477757464125e-002, 1.60687e-001
-2.477214963250e-002, 1.67382e-001
-2.476672462375e-002, 1.60687e-001
-2.476129961500e-002, 1.57340e-001
-2.475587460625e-002, 1.60687e-001
-2.475044959750e-002, 1.60687e-001
-2.474502458875e-002, 1.57340e-001
-2.473959958000e-002, 1.60687e-001
-2.473417457125e-002, 1.57340e-001
-2.472874956250e-002, 1.60687e-001
-2.472332455375e-002, 1.57340e-001
-2.471789954500e-002, 1.57340e-001
-2.471247453625e-002, 1.53993e-001
-2.470704952750e-002, 1.57340e-001
-2.470162451875e-002, 1.60687e-001
-2.469619951000e-002, 1.57340e-001
-2.469077450125e-002, 1.53993e-001
-2.468534949250e-002, 1.57340e-001
-2.467992448375e-002, 1.57340e-001
-2.467449947500e-002, 1.53993e-001
-2.466907446625e-002, 1.53993e-001
-2.466364945750e-002, 1.53993e-001
-2.465822444875e-002, 1.60687e-001
-2.465279944000e-002, 1.57340e-001
-2.464737443125e-002, 1.53993e-001
-2.464194942250e-002, 1.53993e-001
-2.463652441375e-002, 1.47298e-001
-2.463109940500e-002, 1.57340e-001
-2.462567439625e-002, 1.50646e-001
-2.462024938750e-002, 1.50646e-001
-2.461482437875e-002, 1.50646e-001
-2.460939937000e-002, 1.43951e-001
-2.460397436125e-002, 1.50646e-001
-2.459854935250e-002, 1.53993e-001
-2.459312434375e-002, 1.50646e-001
-2.458769933500e-002, 1.50646e-001
-2.458227432625e-002, 1.47298e-001
-2.457684931750e-002, 1.47298e-001
-2.457142430875e-002, 1.47298e-001
-2.456599930000e-002, 1.43951e-001
-2.456057429125e-002, 1.53993e-001
-2.455514928250e-002, 1.47298e-001
-2.454972427375e-002, 1.43951e-001
-2.454429926500e-002, 1.47298e-001
-2.453887425625e-002, 1.43951e-001
-2.453344924750e-002, 1.47298e-001
-2.452802423875e-002, 1.47298e-001
-2.452259923000e-002, 1.43951e-001
-2.451717422125e-002, 1.50646e-001
-2.451174921250e-002, 1.43951e-001
-2.450632420375e-002, 1.43951e-001
-2.450089919500e-002, 1.40604e-001
-2.449547418625e-002, 1.40604e-001
-2.449004917750e-002, 1.43951e-001
-2.448462416875e-002, 1.37256e-001
-2.447919916000e-002, 1.33909e-001
-2.447377415125e-002, 1.37256e-001
-2.446834914250e-002, 1.37256e-001
-2.446292413375e-002, 1.33909e-001
-2.445749912500e-002, 1.40604e-001
-2.445207411625e-002, 1.37256e-001
-2.444664910750e-002, 1.37256e-001
-2.444122409875e-002, 1.37256e-001
-2.443579909000e-002, 1.33909e-001
-2.443037408125e-002, 1.37256e-001
-2.442494907250e-002, 1.37256e-001
-2.441952406375e-002, 1.37256e-001
-2.441409905500e-002, 1.30562e-001
-2.440867404625e-002, 1.33909e-001
-2.440324903750e-002, 1.30562e-001
-2.439782402875e-002, 1.37256e-001
-2.439239902000e-002, 1.30562e-001
-2.438697401125e-002, 1.33909e-001
-2.438154900250e-002, 1.33909e-001
-2.437612399375e-002, 1.30562e-001
-2.437069898500e-002, 1.27215e-001
-2.436527397625e-002, 1.30562e-001
-2.435984896750e-002, 1.23867e-001
-2.435442395875e-002, 1.30562e-001
-2.434899895000e-002, 1.23867e-001
-2.434357394125e-002, 1.30562e-001
-2.433814893250e-002, 1.27215e-001
-2.433272392375e-002, 1.27215e-001
-2.432729891500e-002, 1.20520e-001
-2.432187390625e-002, 1.27215e-001
-2.431644889750e-002, 1.27215e-001
-2.431102388875e-002, 1.27215e-001
-2.430559888000e-002, 1.23867e-001
-2.430017387125e-002, 1.23867e-001
-2.429474886250e-002, 1.20520e-001
-2.428932385375e-002, 1.20520e-001
-2.428389884500e-002, 1.23867e-001
-2.427847383625e-002, 1.20520e-001
-2.427304882750e-002, 1.20520e-001
-2.426762381875e-002, 1.20520e-001
-2.426219881000e-002, 1.17173e-001
-2.425677380125e-002, 1.17173e-001
-2.425134879250e-002, 1.20520e-001
-2.424592378375e-002, 1.13826e-001
-2.424049877500e-002, 1.13826e-001
-2.423507376625e-002, 1.17173e-001
-2.422964875750e-002, 1.10478e-001
-2.422422374875e-002, 1.13826e-001
-2.421879874000e-002, 1.13826e-001
-2.421337373125e-002, 1.17173e-001
-2.420794872250e-002, 1.17173e-001
-2.420252371375e-002, 1.13826e-001
-2.419709870500e-002, 1.10478e-001
-2.419167369625e-002, 1.10478e-001
-2.418624868750e-002, 1.17173e-001
-2.418082367875e-002, 1.13826e-001
-2.417539867000e-002, 1.10478e-001
-2.416997366125e-002, 1.10478e-001
-2.416454865250e-002, 1.03784e-001
-2.415912364375e-002, 1.10478e-001
-2.415369863500e-002, 1.03784e-001
-2.414827362625e-002, 1.07131e-001
-2.414284861750e-002, 1.07131e-001
-2.413742360875e-002, 1.07131e-001
-2.413199860000e-002, 1.07131e-001
-2.412657359125e-002, 1.10478e-001
