x-axis,1,3,4
second,Volt,Volt,Volt
-121.40000E-03,,,
-121.36000E-03,,,
-121.32000E-03,,,
-121.28000E-03,,,
-121.24000E-03,-133.89121E-03,+368.30545E-03,+241.44561E-03
-121.20000E-03,-66.94560E-03,+366.42260E-03,+241.78034E-03
-121.16000E-03,-16.73640E-03,+366.42260E-03,+240.10670E-03
-121.12000E-03,-66.94560E-03,+368.30545E-03,+240.77615E-03
-121.08000E-03,-8.36820E-03,+367.05022E-03,+241.27824E-03
-121.04000E-03,-133.89121E-03,+364.74896E-03,+240.69247E-03
-121.00000E-03,-58.57740E-03,+368.30545E-03,+240.02301E-03
-120.96000E-03,+0.0E+00,+365.37658E-03,+239.10251E-03
-120.92000E-03,-125.52301E-03,+364.12135E-03,+239.93933E-03
-120.88000E-03,-25.10460E-03,+364.74896E-03,+240.27406E-03
-120.84000E-03,-58.57740E-03,+365.37658E-03,+240.60879E-03
-120.80000E-03,-58.57740E-03,+367.05022E-03,+238.76778E-03
-120.76000E-03,-8.36820E-03,+364.12135E-03,+239.35356E-03
-120.72000E-03,-25.10460E-03,+363.91214E-03,+238.68410E-03
-120.68000E-03,+0.0E+00,+366.63181E-03,+238.18201E-03
-120.64000E-03,+0.0E+00,+364.74896E-03,+238.68410E-03
-120.60000E-03,-125.52301E-03,+364.12135E-03,+238.01464E-03
-120.56000E-03,+41.84100E-03,+365.37658E-03,+238.43305E-03
-120.52000E-03,-117.15481E-03,+365.58578E-03,+238.01464E-03
-120.48000E-03,+50.20920E-03,+364.74896E-03,+238.43305E-03
-120.44000E-03,-66.94560E-03,+366.84101E-03,+238.51674E-03
-120.40000E-03,+16.73640E-03,+363.07532E-03,+237.09414E-03
-120.36000E-03,-66.94560E-03,+364.12135E-03,+237.42887E-03
-120.32000E-03,-66.94560E-03,+365.79499E-03,+236.67573E-03
-120.28000E-03,-75.31381E-03,+363.49373E-03,+236.17364E-03
-120.24000E-03,+16.73640E-03,+364.53976E-03,+236.92678E-03
-120.20000E-03,-108.78661E-03,+365.16737E-03,+236.67573E-03
-120.16000E-03,-58.57740E-03,+364.74896E-03,+236.67573E-03
-120.12000E-03,-75.31381E-03,+365.16737E-03,+235.50418E-03
-120.08000E-03,-58.57740E-03,+365.37658E-03,+236.00628E-03
-120.04000E-03,+50.20920E-03,+363.70294E-03,+235.92259E-03
-120.00000E-03,-66.94560E-03,+364.12135E-03,+236.42469E-03
-119.96000E-03,+0.0E+00,+361.82009E-03,+234.75105E-03
-119.92000E-03,-16.73640E-03,+365.37658E-03,+235.75523E-03
-119.88000E-03,-58.57740E-03,+363.70294E-03,+235.83891E-03
-119.84000E-03,-66.94560E-03,+362.65691E-03,+234.66736E-03
-119.80000E-03,-66.94560E-03,+360.56486E-03,+235.33682E-03
-119.76000E-03,-66.94560E-03,+363.70294E-03,+234.41632E-03
-119.72000E-03,-66.94560E-03,+362.23850E-03,+233.83054E-03
-119.68000E-03,-16.73640E-03,+367.05022E-03,+233.49582E-03
-119.64000E-03,+58.57740E-03,+364.95817E-03,+233.91423E-03
-119.60000E-03,-66.94560E-03,+360.98327E-03,+232.65900E-03
-119.56000E-03,-66.94560E-03,+364.95817E-03,+233.24477E-03
-119.52000E-03,+16.73640E-03,+363.07532E-03,+232.49163E-03
-119.48000E-03,-8.36820E-03,+361.82009E-03,+233.41213E-03
-119.44000E-03,-66.94560E-03,+364.33055E-03,+231.98954E-03
-119.40000E-03,-108.78661E-03,+362.23850E-03,+231.98954E-03
-119.36000E-03,-117.15481E-03,+363.07532E-03,+232.32427E-03
-119.32000E-03,-8.36820E-03,+362.02930E-03,+231.90586E-03
-119.28000E-03,+66.94560E-03,+363.70294E-03,+231.57113E-03
-119.24000E-03,-8.36820E-03,+364.95817E-03,+231.98954E-03
-119.20000E-03,-50.20920E-03,+362.02930E-03,+231.32008E-03
-119.16000E-03,-66.94560E-03,+362.02930E-03,+231.82218E-03
-119.12000E-03,-83.68201E-03,+363.07532E-03,+230.81799E-03
-119.08000E-03,-66.94560E-03,+362.02930E-03,+230.65063E-03
-119.04000E-03,-16.73640E-03,+363.07532E-03,+230.90167E-03
-119.00000E-03,-58.57740E-03,+364.74896E-03,+230.48326E-03
-118.96000E-03,-66.94560E-03,+362.02930E-03,+229.73013E-03
-118.92000E-03,-125.52301E-03,+362.44771E-03,+230.48326E-03
-118.88000E-03,-8.36820E-03,+361.61089E-03,+230.23222E-03
-118.84000E-03,+0.0E+00,+363.28453E-03,+229.31172E-03
-118.80000E-03,+66.94560E-03,+362.02930E-03,+229.81381E-03
-118.76000E-03,-133.89121E-03,+359.10043E-03,+228.64226E-03
-118.72000E-03,-92.05021E-03,+360.98327E-03,+229.31172E-03
-118.68000E-03,-8.36820E-03,+360.14645E-03,+229.14435E-03
-118.64000E-03,+0.0E+00,+360.98327E-03,+228.14017E-03
-118.60000E-03,-8.36820E-03,+360.35566E-03,+228.72594E-03
-118.56000E-03,+0.0E+00,+362.02930E-03,+228.30753E-03
-118.52000E-03,-50.20920E-03,+361.82009E-03,+227.97280E-03
-118.48000E-03,+41.84100E-03,+359.93725E-03,+227.55439E-03
-118.44000E-03,-58.57740E-03,+361.82009E-03,+226.71757E-03
-118.40000E-03,-92.05021E-03,+360.35566E-03,+227.47071E-03
-118.36000E-03,-75.31381E-03,+361.82009E-03,+227.97280E-03
-118.32000E-03,+0.0E+00,+360.77407E-03,+227.97280E-03
-118.28000E-03,-8.36820E-03,+362.02930E-03,+226.63389E-03
-118.24000E-03,-158.99581E-03,+359.72804E-03,+226.63389E-03
-118.20000E-03,-8.36820E-03,+360.56486E-03,+226.04812E-03
-118.16000E-03,-92.05021E-03,+359.72804E-03,+226.21548E-03
